NewsID,NewsContent,Explicit_Company
28,　　中国电信（0728.HK）  　　近日花旗及瑞信均上调该股目标价至4.05港元及4.2港元。虽然其股价至今已上升40%，但因估值极具吸引力值得关注。建议逢低买入，目标价3.70港元，3.30港元止损。    （亨达集团）  　　北京发展（0154.HK）  　　公司上周与北京市地铁运营有限公司组合营公司北京地铁信息发展有限公司，两者分别各占51%及49%的权益。随着北京2008奥运会日渐迫近，未来对有关信息业务需求将日益上升。我们给予该股目标位1.4港元，1.1港元止损。  　　（信诚证券）,中国电信
32,"　　本报记者 易非 深圳报道　　    　　昨日，南方高增（LOF）再度涨停。其中，南方高增的场内(外)申购价（基金份额净值）为1.0704元，而交易所集合竞价的价格则高达1.309元，超过前者22.29%。    　　南方基金公司再次提请投资者，如果要申购南方高增（LOF）应该按照基金当日的单位净值在场外或者场内申购，不要以高溢价在交易所集合竞价去购买。    　　作为一只上市开放市基金（LOF），投资者申购南方高增可以像开放式基金一样通过中国银行、中国工商银行、各大券商进行申购和赎回；同时,也可以像封闭式基金那样通过交易所的系统买卖。上述两种交易方式并存，申购和赎回价格取决于该基金当日的基金份额净值。","中国银行, 工商银行"
33,　　11月最后一个交易日，两市大盘的表现可谓精彩纷呈。上证综指盘中突破2100点，收于2099.29点，大涨45.2点；深成指收于5667点，大涨209.48点。两市成交金额分别放大到455亿元和258亿元，场外资金加快入场的迹象相当明显。两市封于涨停的A股有14只，涨幅超过5%的个股近120只，个股行情相当活跃。北辰实业为首的房地产板块，太钢不锈为首的钢铁板块，柳工为首的工程机械板块，上海汽车为首的汽车板块都有不错的表现。    　　11月份成为沪深股市快速飙升的一个月，两市大盘月涨幅均创下本轮行情的新纪录。上证综指月涨幅14.22%，刷新了今年5月份13.96%的涨幅纪录；深证成指月涨幅更是高达22.61%，直逼1999年6月份43.80%的涨幅纪录；沪深300指数月涨幅也达到17.06%，创下该指数诞生以来的最大月涨幅。    　　两市的月成交金额也逼近历史峰值。沪市11月成交高达7029.6亿元，超越5月份6785亿元的历史高峰；深市月成交也有3545亿元，为历史上的次高峰月；沪深两市11月合计成交10574.6亿元，基本上与历史高峰值相当。    　　受人民币升值加速的刺激，一批房地产股成为11月的“明星”股。据统计，北辰实业以69.95%的月涨幅，雄居两市A股之首；陆家嘴、泛海建设、华业地产、万科A、阳光股份、华发股份、中华企业、深振业A、金地集团、金融街、北京城建、保利地产、栖霞建设、亿城股份、中粮地产、天房发展、浦东金桥等一批较为优质的房地产股的股价脱颖而出，月涨幅从64%到31%不等。    　　对于12月份的行情，一些机构的看法点依然偏向乐观，认为逼空行情将继续上演，蓝筹股继续成为主流。一种观点认为，随着大盘蓝筹股筹码不断被锁定，外围增量资金的进场推动股指进入加速拉升阶段。从股指的短线震荡来看，可重点关注两个方面：一是关注人民币汇率动态、港股动向以及一些政策面变化，这些外围因素可能成为影响股指短线波动的重要因素；另一方面则从市场技术面来把握，在一些关键整数位、历史高点附近，市场往往会出现短线剧烈震荡，一旦市场成交量出现明显放大则短线须警惕。从个股的机会把握来看，则主要关注蓝筹板块，除了核心蓝筹板块外，钢铁、电力、煤炭、港口、高速、机械、酿酒等二线蓝筹股后市仍值得继续关注。,"阳光股份, 金地集团, 深振业A, 万科A, 柳工, 华发股份, 保利地产, 栖霞建设, 陆家嘴, 浦东金桥, 中华企业, 太钢不锈, 天房发展, 金融街, 北京城建, 北辰实业"
36,　　本报讯 今日，浙江海翔药业股份有限公司、新疆天康畜牧生物技术股份有限公司刊登A股招股意向书。海翔药业本次发行2700万股，天康生物拟发行不超过1800万股，两家发行均采用网下向询价对象配售和网上向社会公众投资者定价发行相结合的方式。  　　这样，中小板上市企业正好达到100家。  　　（宋 雨  胡学文）,"天康生物, 海翔药业"
38,　　旗下拥有中材国际（600970.SH）、天山股份（000877.SZ）、中材科技（002080.SZ）三家上市公司的中国材料科工集团（下称“中材料集团”）目前正紧锣密鼓筹备赴港H板整体上市事宜。该集团内部人士昨天透露，暂不考虑A+H模式，预计明年上半年将完成上市目标。  　　中材料集团是国资委直接监管的大型央企，是我国唯一在非金属材料行业拥有系列核心技术和完整创新体系的集产品制造、研究开发、工程设计、技术装备、工程建设、国际贸易于一体的科技型企业集团，目前在国际同行业名列四强之中。  　　据中材料集团总经理谭仲明介绍，5年前集团开始第一轮重组，率先整合科技含量高、人才聚集的建材与非金属材料技术装备制造工程服务业和非金属新材料制造业，于2001年12月29日设立了以上市为目的的中材国际工程股份有限公司和中材科技股份有限公司。2004年中材料集团开始新一轮资产重组，于2005年8月启动了整体重组改制工作，目前正在稳步推进。目前，中材料集团通过一系列重组形成了完整的产业链。2005年4月12日中材国际工程股份有限公司在上交所上市，2006年11月20日中材科技股份有限公司在深交所上市。中材国际工程股份有限公司董事长刘志江昨天表示，2006年中材国际预计可实现销售收入60亿元，新签订合同100亿元。  　　中材科技董事长李新华表示，利用本次上市募集资金总投资为2.6亿元的汽车复合材料、高温过滤材料和玻璃微纤维纸项目已陆续开工建设，还计划在“十一五”期间投资建设风力发电复合材料叶片、电子级超细玻璃纤维、玻璃纤维池窑拉丝和非金属矿深加工关键制造装备等产业化项目。,"天山股份, 中材科技, 中材国际"
41,　　深成指距历史高点仅差400多点  　　证券时报记者 彭 松  　　本报讯 在蓝筹股整体走强的带动下，沪深两市以普涨之势再创本轮行情新高。上证指数盘中最高冲至2102.06点，收报2099.29点，涨幅达2.2％；深证成指则是大涨了3.84%，收报当天最高点5667点，距1997年高点6103.62点相差不过436.62点。两市成交量大幅放大，合计约714亿元，较前一交易日增逾四成。  　　大盘蓝筹股再度扮演领涨角色。其中中国石化大涨了5.14%，而宝钢股份、武钢股份也放量大涨，并带动整个钢铁板块集体上扬。二线蓝筹股也纷纷走强，汽车、工程机械、地产、白酒、化工等行业蓝筹品种均出现大幅上涨。封闭式基金昨日也走势强劲，上证基金指数大涨6.19%。  　　房地产板块昨日继续向上攀升。地产龙头股万科A罕见地放量涨停。交易公开信息显示，其前五位买入席位中，有三个为机构专用席位，其中两个席位为全部单向买入，单此两个席位合计净买入金额即1亿元。不过，在前五位卖出席位中，也有两个机构专用席位出现净卖出，但合计卖出金额仅约为4000万元。此外，北辰实业昨日也告涨停，而金地集团、保利地产、华侨城、金融街等蓝筹地产股也位居涨幅榜前列。  　　工程机械板块昨日也再显强者恒强风范。柳工、S徐工涨停，三一重工、中联重科、山推股份、安徽合力等大幅上涨。汽车板块再度发力，中国重汽、江铃汽车、上海汽车、宇通客车等也位居涨幅榜前列。  　　不少机构人士都表示，目前市场强势特征非常明显，短期内股指仍将继续向上攀升，而蓝筹股也将继续扮演领涨角色。,"武钢股份, 金地集团, 万科A, 宝钢股份, 江铃汽车, 宇通客车, 中联重科, 柳工, 保利地产, 安徽合力, 中国重汽, 山推股份, 金融街, 北辰实业, 中国石化, 三一重工"
43,　　证券时报记者龙可  　　泸州老窖的定向增发能够吸引经销商参与，应该说与公司近两年业绩高速提升密不可分，这种增长得益于公司对产品的准确定位，尤其是成功的推出了“国窖1573”品牌。  　　从宏观看，今年1-9月，我国白酒行业规模以上企业实现收入654亿元，比去年同期增长14.83％；实现利润总额69亿元，比去年同期增长26.57％。目前，中高档白酒是行业的主要利润来源，这主要是受益于国内的消费升级。按照国际经验，当人均GDP突破1000美元时居民消费结构将从生存型向享受型、发展型升级，在2003年我国的人均GDP就达到了1090美元。  　　消费结构的升级在白酒行业表现最为突出，积极发展高档白酒为主导的产品结构调整成为白酒行业主流，企业借此获得新发展。作为行业中龙头企业之一的泸州老窖指标增速远高于行业平均水平，其1-9月实现收入13.5亿元，同比增长24.43％；实现利润总额3.52亿元，同比增长248％；创造净利润2.29亿元，同比增长589％。不仅是泸州老窖，白酒行业的另外两个龙头五粮液和贵州茅台，1-9月的收入增长也分别达到19.9％和25.9％，净利润增长分别达到32.5％和35.4％。  　　泸州老窖业绩的飞速的增长，最直接的推动力就是品牌“国窖1573”的成长。有报告显示，“国窖1573”已经成为第三大超高档白酒，销量仅次于五粮液和贵州茅台，并且近两年“国窖1573”已四川、重庆、北京、上海、湖南、广东、山东等地市场逐步进入成长期，销售放量明显。  　　泸州老窖的推广力度还在进一步加强。据悉，公司9月份在北京、上海、广州等全国各主要城市巡回开展中秋大赏等系列活动，市场推广效果明显；国庆节前又推出泸州老窖封坛年份酒，以9年、18年、28年为陈藏开坛时间。  　　业内人士认为，公司已经形成以“国窖1573”和“泸州老窖”两个核心品牌，以国窖1573、泸州老窖特曲、泸州老窖封坛年份酒为三种系列高档酒的白酒发展战略布局。而公司此次通过定向增发，与经销商结成更为密切的利益联盟，有利于培育稳定互赢的供销关系，为其下一步发展创造了更好的条件。,"贵州茅台, 五粮液, 泸州老窖"
44,　　以前曾被视为高风险、低效率的中小企业融资市场现在成了金融机构眼中富饶的“金矿”。在昨日深圳市金融办举办的“中小企业融资洽谈会”上，20多家中外资银行短兵相接施展浑身解数，吸引中小企业融资客户。    　　众多内资银行针对中小企业推出了一揽子融资解决方案，“与中小企业共同成长”成为此类产品的关键词。招商银行深圳分行推出了专为中小企业量身定做的“点金成长计划”及为深圳地区“文化产业、物流产业、进出口企业、商贸企业和高新技术企业”五大行业的行业聚焦金融产品服务方案。深圳发展银行推出了“供应链金融”、交通银行推出了“展业通”、光大银行推出了“阳光套餐”、农业银行深圳分行则推出了“小企业”综合授信等系列助推中小企业融资的金融产品。    　　外资银行助力中小企业融资成为昨日的亮点之一。渣打银行在外资银行中率先推出了“中小企业无抵押小额贷款”，只要是深圳或上海注册营业两年以上的企业都可以申请该项贷款，贷款最高额度为50万，贷款期限可长达2年。渣打银行负责人表示，这项贷款的突出优点是真正的信用放款，针对性解决中小企业缺少抵押物或担保的难题。荷兰银行则推出了对广大出口商的CtP贸易产品，做到真正的见单即付或承兑前融资，该公司相关人士还表示相信在人民币业务开放不久后将会推出针对中小企业的信用贷款。花旗银行则称，该公司已经在2004年7月成立了专门服务于中小企业的部门，并致力与中小企业建立长远的伙伴关系，目前该公司推出了面向中小企业的流动资金融资和机器设备贷款。    　　正如招商银行深圳分行行长张明辉在接受记者采访时所说，中小企业融资产品最大的亮点之一不仅包含了中小企业所需要的融资方案，而且还在于为客户提供了如何利用金融服务扩大销售、降低成本和提升管理的专业服务。与中小企业共同成长正在成为中外资商业银行的共识。,"招商银行, 交通银行, 光大银行, 农业银行"
45,周玉成曾告诉本报记者：“华源集团的徽标中融合了产业资本、金融资本和外贸资本的内涵。”      上个世纪90年代初，时任纺织工业部政策法规司副司长的周玉成开始谋划成立华源集团。后来由上海纺织工业局代表纺织部出资，交通银行出钱，国家外经贸委拿纺织出口配额作资共同组建的华源集团成立，注册资金1.4亿元。      公司最初定位为纺织贸易出口企业。随后在董事长周玉成的率领下，华源集团开始进行全国大收购，试图打造全国的农机和纺织业巨头。      就在以小博大的资本兼并战中，华源集团开始感受到资本金严重不足。1996年，华源集团开始增资扩股。股东从原来的3家增加到20家，资本金增加到9亿多元。但随着兼并隐患的凸现，华源集团在农机市场中的霸主梦想开始破灭，随后开始转攻医药产业。先后通过股权收购吃下了北药和上药两家公司，一举成为中国最大的医药企业。      正是这种通过并购膨胀起来的行业巨头开始感受到管理和资金双重压力。2003年，央企外部监事会例行检查中发现了华源集团问题重重，随后的检查报告上交国资委和财政部，紧接着财政部检查组进驻华源。华源债务危机开始全面爆发，重组华源开始浮出水面。      最初由诚通集团主刀重组华源，但由于国家开发银行贷款迟迟不能到位而迫使重组案搁浅。随后，由国资委撮合华润集团重组华源。最后确定由华润和鼎晖投资分别持有华源70%和30%股份。这样，目前净资产20多亿元、总资产规模近600亿元的华源集团开始转化成二级央企，开始新的产业征程。（袁飞）,交通银行
46,"明年中国经济的宏观调控是否应该放松？专家学者们出现了分歧。昨日，国家发改委宏观经济研究院的经济形势分析课题组公布研究报告称，住宅投资""高烧""等经济过热的诱因尚未消除，投资可能再次反弹，明年不能放松宏观调控。  　　不久前，汇丰银行、光大证券和中国人民大学经济研究所等机构提出了放松宏观调控的建议。但是，国家发改委宏观经济研究院的报告强调，目前金融体系流动性过剩问题依然突出，住宅投资过热和房价居高不下导致资源在产业之间配置极不合理，而相关改革尚未取得实质性进展，投资冲动可能重新抬头。  　　""住宅投资仍然保持接近30%的高增长，而且是逆调控上扬。与此相对应的是，房价持续居高不下，增幅仍然偏高""。  　　统计数字显示，房屋销售价格结束了连续两个月增幅回落的趋势，到10月份，全国70个大中城市房屋销售价格比去年同期上涨5.4％，比上个月上涨0.4个百分点。报告分析称，这表明全国房地产投资过热现象还没有从根本上得到抑制，房地产调控的实际效果同预期目标之间仍存在一定差距。  　　房地产投资过热被报告视为一大核心问题。报告称，一些产能过剩的行业与房地产关系较大，后者持续""高烧""使这些产业的投资增长难以回落，产业结构调整难以推进。同时，房地产的高利润机制，促使过量的社会资金和资源向该行业集中。在主要金融机构新增的长期贷款中，房地产业所占比重高达20.2%。  　　此前，其他研究机构建议放松宏观调控的一大理由是，明年中国经济增长速度可能降低。国家发改委宏观经济研究院的报告则认为，宏观调控也是为了在中长期转变经济增长方式，即使调控导致经济转冷，那也是为实现这种历史性转变所应付出的代价。如果见热则压、遇冷则放，一味追求经济短期的平滑运行，是典型的治标不治本。况且政策的摇摆性是调控的大忌，不但不能给市场稳定的政策预期，而且会导致中央与地方之间的关系随意化，甚至产生对立情绪。（北京晨报）  　",光大证券
48,"标普昨日发布分析报告预测：新进外资行实现利润或需5年以上　 　 　　随着中国银行业即将在12月履行加入世界贸易组织(WTO)时的改革承诺，许多外资银行对于开展人民币零售银行业务跃跃欲试。昨天标准普尔信用评级发布分析报告预测，外资银行可能需要一段颇长的守候期才能获取丰厚的利润。  　　该报告指出了在中国这一新兴市场经营的银行所要面临的一些风险，并预测新进入市场的银行由于面对其他外资银行的激烈竞争，将可能需要五六年时间才能实现利润。  　　标准普尔信用分析师廖强称：""在中国已设立分支机构的外资银行可通过对现有网络进行整合，降低在中国进一步投资所涉及的费用。新进入市场或者现有分支机构网络有限的外资银行则需要注入巨大资金。"" （第一财经日报 刘文元）  　",中国银行
50,本报记者 徐国杰 上海报道  　　    　　统计数据显示，1400余家披露2006年第三季度报告的上市公司共实现净利润2157.5亿元，较去年同期增长21.89%。在这之中，装备制造业表现出色，成为业绩预增最为集中的行业，而该行业一些龙头股也因此成为多家基金加仓的对象。    　　谈及这一现象，申万巴黎新经济基金经理常永涛认为，装备制造业受到市场追捧的一个重要原因缘于该行业正处于行业景气周期。例如在煤炭采掘设备方面：由于“十一·五”期间大型煤矿、中型煤矿采掘机械化程度将分别达到95%和80%，相关煤炭采掘设备的需求量将获得较大发展。除此之外，电网输变电设备、铁路设备、环保设备等行业也正处于行业景气周期之中。    　　常永涛还表示，今年三季度以来，装备制造行业的业绩虽然取得了大幅增长，但其上市公司的股价却没有实现同步上涨，有些甚至不涨反跌。考虑到装备制造业的未来发展趋势，此时无疑是对其建仓的良机。因此，本次发行的申万巴黎新经济基金将对该行业进行密切追踪。    　　除此之外，一些主营业务独特、具有一定市场垄断特征的上市公司股票也受到基金的青睐。如晋西车轴（600495），在其公布的三季报中，前10大流通股东全部为基金和QFII所把持。尤为值得一提的是，在这10大机构投资者中，有8家是在三季度新进的。从申万巴黎新动力基金的三季报中可以发现，该股占新动力基金净值的比例已经达到4.28%。,晋西车轴
52,　　本报记者 王军 北京报道  　　    　　2005年基金金牛奖得主，即将发行的嘉实策略增长基金拟任基金经理邵健表示，在中国投资，除了和其它市场一样，寻找定价错误带来的投资机会以外，最重要的就是分享中国经济伟大成长。    　　嘉实策略增长和邵健目前管理的嘉实增长一样，是一只成长型的基金。“从世界各国来看，成长股都是永恒的投资主题，中国也会是这样。过去三年中，A股市场涨幅最大的多是成长股，过去五年中，A股市场涨幅最大也是成长股。我想未来三到五年也不会改变。”邵健如是说。    　　邵健对成长股情有独钟，2003年7月，他成为嘉实增长的基金经理。当时，以钢铁、电力、汽车等为代表的五朵金花成为市场瞩目的焦点。邵健另辟蹊径，投资了云南白药、张裕等当时大家觉得很另类的股票。    　　“多年的行业比较研究经验告诉我，五朵金花所代表的这些行业虽然发展环境远好于国外同类行业，但依然是周期性成长行业，而当时大多已处于阶段性的盈利高峰期，未来的企业盈利很有可能阶段性下滑。而当时一些未为市场关注的行业中，孕含着大量成长潜力巨大，动态估值极低，上升空间更大的公司。”邵健这样回忆。    　　邵健认为，在中国投资，最重要的就是分享中国经济伟大成长。“我们相信中国存在许多具有伟大的成长性的公司。经济持续高速的成长必然带来证券市场的巨大繁荣及许多行业与公司的伟大成长。这种伟大成长带来的收益绝不是20-30%，而应是200-300%，甚至2000-3000%。”    　　在很多行业类别中都有可能涌现成长型公司。邵健分析，首先，消费、服务是其中的一大类行业，随着GDP的成长，服务消费处于快速升级中，而70年代与90年代两次婴儿潮则起到了进一步助推作用；其次是装备制造业，随着企业自主创新的推进、国内产业配套能力提升、国家产业政策推动、海外市场的开拓，中国装备制造业正处于快速成长期，必将诞生一批成长空间巨大的龙头企业。此外，基础性行业也会孕育出许多成长型企业，虽然钢铁、交运、石油石化等很多产业在西方国家已进入成熟期，但中国由于许多基础设施、基础要素人均占有量依然处于很低水平，这些行业仍将保持一定的增长性。,云南白药
53,　　杭商行外资持股达24.89％，是国内外资比例最高的商业银行之一  　　证券时报记者  吕 婧  　　本报讯  杭州市商业银行向亚洲开发银行(ADB)定向增发新股日前获银监会正式批准。  　　本次增发完成后，亚洲开发银行将持有杭州市商业银行4.99%的股份。加上去年全球银行市值排名第35位的澳洲联邦银行入股该行持有19.9％的股份，杭商行已经成为国内外资比例最高的商业银行之一，外资持股达24.89％。  　　根据此前杭商行和亚洲开发银行签署的《战略合作协议》，亚洲开发银行此次入股杭商行的代价将超过2亿元。亚洲开发银行高级投资官威廉·威尔姆斯表示，亚洲开发银行将帮助杭州市商业银行改革公司治理、内部控制流程和创造商业合作机会，并负责提供中小企业融资方面的技能援助。除杭商行外，亚洲开发银行还参股了中国银行、光大银行、厦门国际银行以及东方信贷等金融机构；同时还将寻求与中国的信用社以及非金融机构进行合作的机会。  　　杭州市商业银行相关人士表示，作为著名的国际性金融合作组织，亚洲开发银行一直以来通过投资发展中国家的私营经济，为中小企业融资提供帮助。这一宗旨正好与杭州市商业银行的“中小企业主办银行”的市场定位相吻合。此外，引入亚洲开发银行的原因还在于杭州商业银行确定的市场化发展 “三步走”战略———吸收国内民营资本入股；引进境外投资者参股；实现跨区域经营，尽早成为上市银行。  　　杭州市商业银行成立于1996年9月，是一家地方性股份制商业银行，注册资本12.55亿元，以服务地方经济、服务中小企业、服务城乡居民为市场定位。  　　截至今年6月，杭商行资产规模达到566亿元人民币，存款总额439亿元，贷款总额319亿元，上半年实现拨备前利润5.1亿元，资本充足率在8.5%以上，按五级分类口径的不良贷款率约为1.64%。在中国《银行家》杂志今年公布的“城市商业银行综合竞争力”排行榜上，该行位居第2位。此外，今年杭商行还首次跻身英国《银行家》杂志“全球银行1000强”排行榜第821位，位居中国25家“全球银行1000强”第19位。,"光大银行, 中国银行"
